LOCATION	Country	TIME	ST	LT
FRA	France	2012-11	0.192	2.139682
FRA	France	2012-12	0.1855	2.010344
FRA	France	2013-01	0.2049	2.165192
FRA	France	2013-02	0.2234	2.244584
FRA	France	2013-03	0.2061	2.070982
FRA	France	2013-04	0.2089	1.80282
FRA	France	2013-05	0.2012	1.872818
FRA	France	2013-06	0.2103	2.210652
FRA	France	2013-07	0.2214	2.246759
FRA	France	2013-08	0.2259	2.362364
FRA	France	2013-09	0.2232	2.48581
FRA	France	2013-10	0.2258	2.394348
FRA	France	2013-11	0.2234	2.265
FRA	France	2013-12	0.2735	2.33075
FRA	France	2014-01	0.292	2.384136
FRA	France	2014-02	0.2881	2.25275
FRA	France	2014-03	0.3053	2.151857
FRA	France	2014-04	0.3297	2.025714
FRA	France	2014-05	0.3246	1.8384
FRA	France	2014-06	0.2414	1.711857
FRA	France	2014-07	0.205	1.559
FRA	France	2014-08	0.1916	1.406381
FRA	France	2014-09	0.0971	1.350818
FRA	France	2014-10	0.0826	1.259783
FRA	France	2014-11	0.0809	1.1358
FRA	France	2014-12	0.0809	0.9207727
FRA	France	2015-01	0.0627	0.6740952
FRA	France	2015-02	0.0482	0.59685
FRA	France	2015-03	0.0272	0.5092857
FRA	France	2015-04	0.0047	0.435
FRA	France	2015-05	-0.0104	0.88885
FRA	France	2015-06	-0.0139	1.195524
FRA	France	2015-07	-0.0187	1.113609
FRA	France	2015-08	-0.0277	1.005053
FRA	France	2015-09	-0.037	1.004636
FRA	France	2015-10	-0.0536	0.8652273
FRA	France	2015-11	-0.0876	0.8831428
FRA	France	2015-12	-0.1263	0.9312
FRA	France	2016-01	-0.1461	0.84285
FRA	France	2016-02	-0.1836	0.5922857
FRA	France	2016-03	-0.2285	0.5093333
FRA	France	2016-04	-0.2492	0.5142381
FRA	France	2016-05	-0.2572	0.5094286
FRA	France	2016-06	-0.2679	0.3899545
FRA	France	2016-07	-0.2945	0.171381
FRA	France	2016-08	-0.2982	0.1534348
FRA	France	2016-09	-0.3016	0.1836818
FRA	France	2016-10	-0.309	0.3309
FRA	France	2016-11	-0.3127	0.6673182
FRA	France	2016-12	-0.3158	0.7497619
FRA	France	2017-01	-0.3255	0.8630909
FRA	France	2017-02	-0.3286	1.0307
FRA	France	2017-03	-0.3293	1.021609
FRA	France	2017-04	-0.3304	0.8904706
FRA	France	2017-05	-0.3295	0.8056667
FRA	France	2017-06	-0.33	0.6640909
FRA	France	2017-07	-0.3304	0.8358948
FRA	France	2017-08	-0.3291	0.7145714
FRA	France	2017-09	-0.3294	0.7
FRA	France	2017-10	-0.3295	0.81
FRA	France	2017-11	-0.329	0.72
FRA	France	2017-12	-0.3279	0.67
GBR	United.Kingdom	2000-01	6.0152	5.8227
GBR	United.Kingdom	2000-02	6.0991	5.6347
GBR	United.Kingdom	2000-03	6.0878	5.3707
GBR	United.Kingdom	2000-04	6.1728	5.3213
GBR	United.Kingdom	2000-05	6.187	5.4033
GBR	United.Kingdom	2000-06	6.0958	5.2097
GBR	United.Kingdom	2000-07	6.0826	5.2388
GBR	United.Kingdom	2000-08	6.0913	5.3312
GBR	United.Kingdom	2000-09	6.0811	5.3873
GBR	United.Kingdom	2000-10	6.0485	5.2179
GBR	United.Kingdom	2000-11	5.9794	5.0983
GBR	United.Kingdom	2000-12	5.8512	4.9118
GBR	United.Kingdom	2001-01	5.7338	4.8471
GBR	United.Kingdom	2001-02	5.661	4.8248
GBR	United.Kingdom	2001-03	5.4443	4.703
GBR	United.Kingdom	2001-04	5.3037	4.9468
GBR	United.Kingdom	2001-05	5.1479	5.1153
GBR	United.Kingdom	2001-06	5.1621	5.1951
GBR	United.Kingdom	2001-07	5.1673	5.2037
GBR	United.Kingdom	2001-08	4.8991	4.9854
GBR	United.Kingdom	2001-09	4.6223	4.9876
GBR	United.Kingdom	2001-10	4.3304	4.8253
GBR	United.Kingdom	2001-11	3.9084	4.6271
GBR	United.Kingdom	2001-12	3.9568	4.8928
GBR	United.Kingdom	2002-01	3.957	4.9171
GBR	United.Kingdom	2002-02	3.9618	4.9251
GBR	United.Kingdom	2002-03	4.0413	5.2202
GBR	United.Kingdom	2002-04	4.0802	5.2331
GBR	United.Kingdom	2002-05	4.0627	5.2689
GBR	United.Kingdom	2002-06	4.0889	5.099
GBR	United.Kingdom	2002-07	3.9704	5.0027
GBR	United.Kingdom	2002-08	3.9005	4.746
GBR	United.Kingdom	2002-09	3.9057	4.5006
GBR	United.Kingdom	2002-10	3.8802	4.616
GBR	United.Kingdom	2002-11	3.8876	4.6378
GBR	United.Kingdom	2002-12	3.929	4.5644
GBR	United.Kingdom	2003-01	3.9036	4.3899
GBR	United.Kingdom	2003-02	3.675	4.2131
GBR	United.Kingdom	2003-03	3.5729	4.3243
GBR	United.Kingdom	2003-04	3.567	4.4663
GBR	United.Kingdom	2003-05	3.556	4.2197
GBR	United.Kingdom	2003-06	3.5602	4.1127
GBR	United.Kingdom	2003-07	3.4089	4.4078
GBR	United.Kingdom	2003-08	3.4413	4.604
GBR	United.Kingdom	2003-09	3.6216	4.7132
GBR	United.Kingdom	2003-10	3.7204	4.9071
GBR	United.Kingdom	2003-11	3.9038	5.065
GBR	United.Kingdom	2003-12	3.9419	4.896
GBR	United.Kingdom	2004-01	3.9771	4.7875
GBR	United.Kingdom	2004-02	4.0908	4.8056
GBR	United.Kingdom	2004-03	4.2235	4.7088
GBR	United.Kingdom	2004-04	4.321	4.957
GBR	United.Kingdom	2004-05	4.4505	5.1118
GBR	United.Kingdom	2004-06	4.7211	5.2
GBR	United.Kingdom	2004-07	4.7859	5.1083
GBR	United.Kingdom	2004-08	4.8864	5.0071
GBR	United.Kingdom	2004-09	4.868	4.9109
GBR	United.Kingdom	2004-10	4.8319	4.7683
GBR	United.Kingdom	2004-11	4.8098	4.6903
GBR	United.Kingdom	2004-12	4.7967	4.5316
GBR	United.Kingdom	2005-01	4.801	4.5419
GBR	United.Kingdom	2005-02	4.8183	4.5884
GBR	United.Kingdom	2005-03	4.9069	4.796
GBR	United.Kingdom	2005-04	4.8645	4.6218
GBR	United.Kingdom	2005-05	4.821	4.4173
GBR	United.Kingdom	2005-06	4.782	4.2847
GBR	United.Kingdom	2005-07	4.5967	4.3011
GBR	United.Kingdom	2005-08	4.5336	4.3249
GBR	United.Kingdom	2005-09	4.5377	4.2109
GBR	United.Kingdom	2005-10	4.5202	4.3482
GBR	United.Kingdom	2005-11	4.5627	4.3129
GBR	United.Kingdom	2005-12	4.5845	4.2186
GBR	United.Kingdom	2006-01	4.5398	4.0752
GBR	United.Kingdom	2006-02	4.519	4.1543
GBR	United.Kingdom	2006-03	4.5257	4.3177
GBR	United.Kingdom	2006-04	4.5719	4.5177
GBR	United.Kingdom	2006-05	4.6467	4.6488
GBR	United.Kingdom	2006-06	4.692	4.6645
GBR	United.Kingdom	2006-07	4.681	4.656
GBR	United.Kingdom	2006-08	4.8945	4.6535
GBR	United.Kingdom	2006-09	4.9807	4.5522
GBR	United.Kingdom	2006-10	5.0886	4.6155
GBR	United.Kingdom	2006-11	5.1782	4.5452
GBR	United.Kingdom	2006-12	5.2429	4.6195
GBR	United.Kingdom	2007-01	5.4491	4.8694
GBR	United.Kingdom	2007-02	5.5143	4.896
GBR	United.Kingdom	2007-03	5.5177	4.8194
GBR	United.Kingdom	2007-04	5.6939	5.0439
GBR	United.Kingdom	2007-05	5.835	5.1458
GBR	United.Kingdom	2007-06	5.9379	5.4321
GBR	United.Kingdom	2007-07	6.1118	5.4084
GBR	United.Kingdom	2007-08	6.3464	5.1499
GBR	United.Kingdom	2007-09	6.537	4.9928
GBR	United.Kingdom	2007-10	6.2052	4.9576
GBR	United.Kingdom	2007-11	6.3445	4.7263
GBR	United.Kingdom	2007-12	6.3489	4.6937
GBR	United.Kingdom	2008-01	5.6059	4.4925
GBR	United.Kingdom	2008-02	5.6	4.6234
GBR	United.Kingdom	2008-03	5.8482	4.445
GBR	United.Kingdom	2008-04	5.8882	4.6432
GBR	United.Kingdom	2008-05	5.787	4.8683
GBR	United.Kingdom	2008-06	5.8924	5.2103
GBR	United.Kingdom	2008-07	5.7996	5.0494
GBR	United.Kingdom	2008-08	5.7535	4.7267
GBR	United.Kingdom	2008-09	5.8573	4.5701
GBR	United.Kingdom	2008-10	6.1598	4.5789
GBR	United.Kingdom	2008-11	4.4	4.2571
GBR	United.Kingdom	2008-12	3.2107	3.6238
GBR	United.Kingdom	2009-01	2.2869	3.6699
GBR	United.Kingdom	2009-02	2.0625	3.6899
GBR	United.Kingdom	2009-03	1.7864	3.2497
GBR	United.Kingdom	2009-04	1.425	3.4072
GBR	United.Kingdom	2009-05	1.2697	3.6206
GBR	United.Kingdom	2009-06	1.1386	3.7221
GBR	United.Kingdom	2009-07	0.9185	3.8238
GBR	United.Kingdom	2009-08	0.69	3.7142
GBR	United.Kingdom	2009-09	0.5136	3.6566
GBR	United.Kingdom	2009-10	0.5023	3.5699
GBR	United.Kingdom	2009-11	0.575	3.7592
GBR	United.Kingdom	2009-12	0.575	3.8871
GBR	United.Kingdom	2010-01	0.575	4.0025
GBR	United.Kingdom	2010-02	0.575	4.0624
GBR	United.Kingdom	2010-03	0.6011	4.0915
GBR	United.Kingdom	2010-04	0.625	4.1007
GBR	United.Kingdom	2010-05	0.6776	3.7772
GBR	United.Kingdom	2010-06	0.7682	3.6007
GBR	United.Kingdom	2010-07	0.775	3.5087
GBR	United.Kingdom	2010-08	0.7655	3.233
GBR	United.Kingdom	2010-09	0.725	3.1271
GBR	United.Kingdom	2010-10	0.725	3.0685
GBR	United.Kingdom	2010-11	0.725	3.311
GBR	United.Kingdom	2010-12	0.7655	3.6098
GBR	United.Kingdom	2011-01	0.825	3.7273
GBR	United.Kingdom	2011-02	0.825	3.8799
GBR	United.Kingdom	2011-03	0.8315	3.7386
GBR	United.Kingdom	2011-04	0.875	3.7619
GBR	United.Kingdom	2011-05	0.875	3.5053
GBR	United.Kingdom	2011-06	0.875	3.4144
GBR	United.Kingdom	2011-07	0.875	3.3137
GBR	United.Kingdom	2011-08	0.9114	2.7833
GBR	United.Kingdom	2011-09	1.0077	2.504
GBR	United.Kingdom	2011-10	1.0593	2.529
GBR	United.Kingdom	2011-11	1.0968	2.2917
GBR	United.Kingdom	2011-12	1.15	2.1828
GBR	United.Kingdom	2012-01	1.175	2.1104
GBR	United.Kingdom	2012-02	1.156	2.2191
GBR	United.Kingdom	2012-03	1.1164	2.323
GBR	United.Kingdom	2012-04	1.0992	2.2117
GBR	United.Kingdom	2012-05	1.0891	1.9416
GBR	United.Kingdom	2012-06	1.0376	1.7698
GBR	United.Kingdom	2012-07	0.8691	1.6523
GBR	United.Kingdom	2012-08	0.7405	1.6735
GBR	United.Kingdom	2012-09	0.6825	1.7222
GBR	United.Kingdom	2012-10	0.575	1.7721
GBR	United.Kingdom	2012-11	0.575	1.7741
GBR	United.Kingdom	2012-12	0.575	1.8467
GBR	United.Kingdom	2013-01	0.575	2.0795
GBR	United.Kingdom	2013-02	0.575	2.1781
GBR	United.Kingdom	2013-03	0.5655	1.9768
GBR	United.Kingdom	2013-04	0.5731	1.7824
GBR	United.Kingdom	2013-05	0.5512	1.9462
GBR	United.Kingdom	2013-06	0.525	2.3063
GBR	United.Kingdom	2013-07	0.525	2.471
GBR	United.Kingdom	2013-08	0.525	2.7088
GBR	United.Kingdom	2013-09	0.525	2.8443
GBR	United.Kingdom	2013-10	0.525	2.6784
GBR	United.Kingdom	2013-11	0.5512	2.7598
GBR	United.Kingdom	2013-12	0.575	2.9458
GBR	United.Kingdom	2014-01	0.575	2.91
GBR	United.Kingdom	2014-02	0.575	2.8147
GBR	United.Kingdom	2014-03	0.575	2.7837
GBR	United.Kingdom	2014-04	0.575	2.7417
GBR	United.Kingdom	2014-05	0.575	2.6989
GBR	United.Kingdom	2014-06	0.575	2.7842
GBR	United.Kingdom	2014-07	0.575	2.7343
GBR	United.Kingdom	2014-08	0.575	2.5347
GBR	United.Kingdom	2014-09	0.567	2.4919
GBR	United.Kingdom	2014-10	0.5511	2.2469
GBR	United.Kingdom	2014-11	0.5538	2.1593
GBR	United.Kingdom	2014-12	0.5524	1.9287
GBR	United.Kingdom	2015-01	0.5512	1.589
GBR	United.Kingdom	2015-02	0.55	1.7365
GBR	United.Kingdom	2015-03	0.5511	1.7941
GBR	United.Kingdom	2015-04	0.55	1.755
GBR	United.Kingdom	2015-05	0.5532	2.0243
GBR	United.Kingdom	2015-06	0.55	2.1696
GBR	United.Kingdom	2015-07	0.55	2.1353
GBR	United.Kingdom	2015-08	0.55	1.9799
GBR	United.Kingdom	2015-09	0.55	1.8814
GBR	United.Kingdom	2015-10	0.55	1.846
GBR	United.Kingdom	2015-11	0.55	1.9779
GBR	United.Kingdom	2015-12	0.5786	1.9234
GBR	United.Kingdom	2016-01	0.6475	1.7833
GBR	United.Kingdom	2016-02	0.65	1.5032
GBR	United.Kingdom	2016-03	0.6476	1.5434
GBR	United.Kingdom	2016-04	0.65	1.5688
GBR	United.Kingdom	2016-05	0.65	1.5366
GBR	United.Kingdom	2016-06	0.6386	1.3105
GBR	United.Kingdom	2016-07	0.4869	0.9569
GBR	United.Kingdom	2016-08	0.367	0.7421
GBR	United.Kingdom	2016-09	0.3509	0.8243
GBR	United.Kingdom	2016-10	0.3524	1.078
GBR	United.Kingdom	2016-11	0.3523	1.3818
GBR	United.Kingdom	2016-12	0.35	1.4336
GBR	United.Kingdom	2017-01	0.35	1.4203
GBR	United.Kingdom	2017-02	0.35	1.3058
GBR	United.Kingdom	2017-03	0.3478	1.194
GBR	United.Kingdom	2017-04	0.35	1.0789
GBR	United.Kingdom	2017-05	0.35	1.1175
GBR	United.Kingdom	2017-06	0.35	1.0846
GBR	United.Kingdom	2017-07	0.3324	1.2713
GBR	United.Kingdom	2017-08	0.2977	1.1241
GBR	United.Kingdom	2017-09	0.3	1.2436
GBR	United.Kingdom	2017-10	0.3	1.3816
GBR	United.Kingdom	2017-11	0.4818	1.3299
GBR	United.Kingdom	2017-12	0.5	1.2781
GRC	Greece	2000-01	9.128	6.6
GRC	Greece	2000-02	8.717619	6.5
GRC	Greece	2000-03	8.897727	6.2
GRC	Greece	2000-04	8.685264	6.1
GRC	Greece	2000-05	8.499091	6.2
GRC	Greece	2000-06	8.412857	6.1
GRC	Greece	2000-07	8.16381	6.1
GRC	Greece	2000-08	8.060909	6
GRC	Greece	2000-09	7.565238	6.1
GRC	Greece	2000-10	7.025	6
GRC	Greece	2000-11	6.246364	5.9
GRC	Greece	2000-12	5.213895	5.5
GRC	Greece	2001-01	4.7707	5.35
GRC	Greece	2001-02	4.7558	5.35
GRC	Greece	2001-03	4.7086	5.28
GRC	Greece	2001-04	4.682	5.39
GRC	Greece	2001-05	4.6367	5.54
GRC	Greece	2001-06	4.4536	5.48
GRC	Greece	2001-07	4.4671	5.52
GRC	Greece	2001-08	4.3535	5.33
GRC	Greece	2001-09	3.9829	5.31
GRC	Greece	2001-10	3.5999	5.07
GRC	Greece	2001-11	3.3857	4.9
GRC	Greece	2001-12	3.3449	5.13
GRC	Greece	2002-01	3.3388	5.24
GRC	Greece	2002-02	3.3571	5.31
GRC	Greece	2002-03	3.3908	5.51
GRC	Greece	2002-04	3.4069	5.51
GRC	Greece	2002-05	3.4671	5.52
GRC	Greece	2002-06	3.464	5.36
GRC	Greece	2002-07	3.41	5.21
GRC	Greece	2002-08	3.3519	4.95
GRC	Greece	2002-09	3.3101	4.73
GRC	Greece	2002-10	3.2613	4.79
GRC	Greece	2002-11	3.1241	4.76
GRC	Greece	2002-12	2.941	4.58
GRC	Greece	2003-01	2.8318	4.43
GRC	Greece	2003-02	2.6875	4.24
GRC	Greece	2003-03	2.53	4.26
GRC	Greece	2003-04	2.5333	4.38
GRC	Greece	2003-05	2.4005	4.02
GRC	Greece	2003-06	2.1519	3.81
GRC	Greece	2003-07	2.13	4.12
GRC	Greece	2003-08	2.1404	4.29
GRC	Greece	2003-09	2.1473	4.32
GRC	Greece	2003-10	2.1436	4.38
GRC	Greece	2003-11	2.159	4.51
GRC	Greece	2003-12	2.1463	4.45
GRC	Greece	2004-01	2.0895	4.37
GRC	Greece	2004-02	2.0706	4.35
GRC	Greece	2004-03	2.0288	4.17
GRC	Greece	2004-04	2.0488	4.35
GRC	Greece	2004-05	2.0859	4.49
GRC	Greece	2004-06	2.1127	4.55
GRC	Greece	2004-07	2.116	4.44
GRC	Greece	2004-08	2.1143	4.28
GRC	Greece	2004-09	2.1186	4.22
GRC	Greece	2004-10	2.1473	4.11
GRC	Greece	2004-11	2.1703	3.97
GRC	Greece	2004-12	2.1732	3.77
GRC	Greece	2005-01	2.1454	3.69
GRC	Greece	2005-02	2.1384	3.69
GRC	Greece	2005-03	2.1372	3.92
GRC	Greece	2005-04	2.1372	3.76
GRC	Greece	2005-05	2.1256	3.6
GRC	Greece	2005-06	2.111	3.44
GRC	Greece	2005-07	2.1194	3.46
GRC	Greece	2005-08	2.1325	3.47
GRC	Greece	2005-09	2.1391	3.3
GRC	Greece	2005-10	2.1966	3.45
GRC	Greece	2005-11	2.3609	3.67
GRC	Greece	2005-12	2.4729	3.57
GRC	Greece	2006-01	2.5117	3.6
GRC	Greece	2006-02	2.6004	3.77
GRC	Greece	2006-03	2.7226	3.95
GRC	Greece	2006-04	2.7938	4.23
GRC	Greece	2006-05	2.889	4.3
GRC	Greece	2006-06	2.9857	4.31
GRC	Greece	2006-07	3.1022	4.33
GRC	Greece	2006-08	3.2265	4.19
GRC	Greece	2006-09	3.3354	4.06
GRC	Greece	2006-10	3.502	4.08
GRC	Greece	2006-11	3.5972	3.98
GRC	Greece	2006-12	3.6842	4.04
GRC	Greece	2007-01	3.7519	4.28
GRC	Greece	2007-02	3.8182	4.3
GRC	Greece	2007-03	3.8909	4.2
GRC	Greece	2007-04	3.9753	4.4
GRC	Greece	2007-05	4.0714	4.51
GRC	Greece	2007-06	4.1478	4.8
GRC	Greece	2007-07	4.2162	4.79
GRC	Greece	2007-08	4.5436	4.62
GRC	Greece	2007-09	4.7417	4.56
GRC	Greece	2007-10	4.6874	4.58
GRC	Greece	2007-11	4.6385	4.43
GRC	Greece	2007-12	4.8484	4.53
GRC	Greece	2008-01	4.4815	4.4
GRC	Greece	2008-02	4.3621	4.36
GRC	Greece	2008-03	4.5964	4.42
GRC	Greece	2008-04	4.7835	4.54
GRC	Greece	2008-05	4.8574	4.74
GRC	Greece	2008-06	4.9405	5.17
GRC	Greece	2008-07	4.961	5.15
GRC	Greece	2008-08	4.9652	4.87
GRC	Greece	2008-09	5.0192	4.88
GRC	Greece	2008-10	5.1131	4.93
GRC	Greece	2008-11	4.2383	5.09
GRC	Greece	2008-12	3.2926	5.08
GRC	Greece	2009-01	2.4565	5.6
GRC	Greece	2009-02	1.9431	5.7
GRC	Greece	2009-03	1.6355	5.87
GRC	Greece	2009-04	1.4223	5.5
GRC	Greece	2009-05	1.2817	5.22
GRC	Greece	2009-06	1.2279	5.33
GRC	Greece	2009-07	0.975	4.89
GRC	Greece	2009-08	0.8605	4.52
GRC	Greece	2009-09	0.7721	4.56
GRC	Greece	2009-10	0.7375	4.57
GRC	Greece	2009-11	0.7162	4.84
GRC	Greece	2009-12	0.712	5.49
GRC	Greece	2010-01	0.6798	6.02
GRC	Greece	2010-02	0.6617	6.46
GRC	Greece	2010-03	0.645	6.24
GRC	Greece	2010-04	0.6447	7.83
GRC	Greece	2010-05	0.6865	7.97
GRC	Greece	2010-06	0.7276	9.1
GRC	Greece	2010-07	0.8488	10.34
GRC	Greece	2010-08	0.8955	10.7
GRC	Greece	2010-09	0.8805	11.34
GRC	Greece	2010-10	0.9977	9.57
GRC	Greece	2010-11	1.042	11.52
GRC	Greece	2010-12	1.0217	12.01
GRC	Greece	2011-01	1.0172	11.73
GRC	Greece	2011-02	1.0867	11.4
GRC	Greece	2011-03	1.1755	12.44
GRC	Greece	2011-04	1.3212	13.86
GRC	Greece	2011-05	1.4251	15.94
GRC	Greece	2011-06	1.4886	16.69
GRC	Greece	2011-07	1.5976	16.15
GRC	Greece	2011-08	1.5521	15.9
GRC	Greece	2011-09	1.5365	17.78
GRC	Greece	2011-10	1.5759	18.04
GRC	Greece	2011-11	1.4847	17.92
GRC	Greece	2011-12	1.4261	21.14
GRC	Greece	2012-01	1.2222	25.91
GRC	Greece	2012-02	1.0483	29.24
GRC	Greece	2012-03	0.8585	19.06
GRC	Greece	2012-04	0.7443	21.48
GRC	Greece	2012-05	0.6849	26.9
GRC	Greece	2012-06	0.6589	27.82
GRC	Greece	2012-07	0.497	25.82
GRC	Greece	2012-08	0.3324	24.34
GRC	Greece	2012-09	0.2463	20.91
GRC	Greece	2012-10	0.2079	17.96
GRC	Greece	2012-11	0.192	17.2
GRC	Greece	2012-12	0.1855	13.33
GRC	Greece	2013-01	0.2049	11.1
GRC	Greece	2013-02	0.2234	10.95
GRC	Greece	2013-03	0.2061	11.38
GRC	Greece	2013-04	0.2089	11.58
GRC	Greece	2013-05	0.2012	9.07
GRC	Greece	2013-06	0.2103	10.07
GRC	Greece	2013-07	0.2214	10.53
GRC	Greece	2013-08	0.2259	10.01
GRC	Greece	2013-09	0.2232	10.15
GRC	Greece	2013-10	0.2258	8.74
GRC	Greece	2013-11	0.2234	8.41
GRC	Greece	2013-12	0.2735	8.66
GRC	Greece	2014-01	0.292	8.18
GRC	Greece	2014-02	0.2881	7.7
GRC	Greece	2014-03	0.3053	6.9
GRC	Greece	2014-04	0.3297	6.2
GRC	Greece	2014-05	0.3246	6.38
GRC	Greece	2014-06	0.2414	5.93
GRC	Greece	2014-07	0.205	6.1
GRC	Greece	2014-08	0.1916	6.09
GRC	Greece	2014-09	0.0971	5.89
GRC	Greece	2014-10	0.0826	7.26
GRC	Greece	2014-11	0.0809	8.1
GRC	Greece	2014-12	0.0809	8.42
GRC	Greece	2015-01	0.0627	9.48
GRC	Greece	2015-02	0.0482	9.72
GRC	Greece	2015-03	0.0272	10.52
GRC	Greece	2015-04	0.0047	12
GRC	Greece	2015-05	-0.0104	10.95
GRC	Greece	2015-06	-0.0139	11.43
GRC	Greece	2015-07	-0.0187	
GRC	Greece	2015-08	-0.0277	10.26
GRC	Greece	2015-09	-0.037	8.54
GRC	Greece	2015-10	-0.0536	7.81
GRC	Greece	2015-11	-0.0876	7.41
GRC	Greece	2015-12	-0.1263	8.21
GRC	Greece	2016-01	-0.1461	9.08
GRC	Greece	2016-02	-0.1836	10.41
GRC	Greece	2016-03	-0.2285	9.12
GRC	Greece	2016-04	-0.2492	9.03
GRC	Greece	2016-05	-0.2572	7.64
GRC	Greece	2016-06	-0.2679	7.92
GRC	Greece	2016-07	-0.2945	7.99
GRC	Greece	2016-08	-0.2982	8.19
GRC	Greece	2016-09	-0.3016	8.34
GRC	Greece	2016-10	-0.309	8.33
GRC	Greece	2016-11	-0.3127	7.33
GRC	Greece	2016-12	-0.3158	6.94
GRC	Greece	2017-01	-0.3255	7.04
GRC	Greece	2017-02	-0.3286	7.52
GRC	Greece	2017-03	-0.3293	7.17
GRC	Greece	2017-04	-0.3304	6.7
GRC	Greece	2017-05	-0.3295	5.86
GRC	Greece	2017-06	-0.33	5.76
GRC	Greece	2017-07	-0.3304	5.33
GRC	Greece	2017-08	-0.3291	5.55
GRC	Greece	2017-09	-0.3294	5.56
GRC	Greece	2017-10	-0.3295	5.59
GRC	Greece	2017-11	-0.329	5.22
GRC	Greece	2017-12	-0.3279	4.44
HUN	Hungary	2000-01	12.88	8.97
HUN	Hungary	2000-02	11.78	8.53
HUN	Hungary	2000-03	10.97	8.05
HUN	Hungary	2000-04	11.07	8.38
HUN	Hungary	2000-05	10.96	8.73
HUN	Hungary	2000-06	11.07	8.57
HUN	Hungary	2000-07	10.78	8.29
HUN	Hungary	2000-08	10.78	8.13
HUN	Hungary	2000-09	10.92	8.22
HUN	Hungary	2000-10	11.48	8.97
HUN	Hungary	2000-11	12.05	9.07
HUN	Hungary	2000-12	11.92	8.69
HUN	Hungary	2001-01	11.45	8.05
HUN	Hungary	2001-02	10.93	8.34
HUN	Hungary	2001-03	11.11	8.57
HUN	Hungary	2001-04	11.25	8.61
HUN	Hungary	2001-05	11.19	8.07
HUN	Hungary	2001-06	10.85	7.8
HUN	Hungary	2001-07	11	7.77
HUN	Hungary	2001-08	11	7.76
HUN	Hungary	2001-09	10.82	7.94
HUN	Hungary	2001-10	10.83	7.98
HUN	Hungary	2001-11	10.17	7.38
HUN	Hungary	2001-12	9.8	7.07
HUN	Hungary	2002-01	8.93	6.77
HUN	Hungary	2002-02	8.59	6.82
HUN	Hungary	2002-03	8.58	6.95
HUN	Hungary	2002-04	8.4	6.82
HUN	Hungary	2002-05	8.85	7.11
HUN	Hungary	2002-06	9.42	7.56
HUN	Hungary	2002-07	9.6	7.68
HUN	Hungary	2002-08	10.03	7.47
HUN	Hungary	2002-09	9.88	7.38
HUN	Hungary	2002-10	9.85	7.21
HUN	Hungary	2002-11	9.6	6.76
HUN	Hungary	2002-12	8.77	6.5
HUN	Hungary	2003-01	6.27	6.51
HUN	Hungary	2003-02	5.49	6.42
HUN	Hungary	2003-03	6.87	6.59
HUN	Hungary	2003-04	6.71	6.31
HUN	Hungary	2003-05	6.57	5.95
HUN	Hungary	2003-06	7.66	6.08
HUN	Hungary	2003-07	9.9	6.75
HUN	Hungary	2003-08	9.55	7.07
HUN	Hungary	2003-09	9.53	7.22
HUN	Hungary	2003-10	9.54	6.9
HUN	Hungary	2003-11	10.59	7.27
HUN	Hungary	2003-12	13.15	8.21
HUN	Hungary	2004-01	12.57	8.13
HUN	Hungary	2004-02	12.58	8.75
HUN	Hungary	2004-03	12.25	8.22
HUN	Hungary	2004-06	11.1	8.46
HUN	Hungary	2004-11	11.09	7.95
HUN	Hungary	2005-02	8.45	6.62
HUN	Hungary	2005-04	7.43	6.82
HUN	Hungary	2005-05	7.52	6.98
HUN	Hungary	2005-07	6.5	6.31
HUN	Hungary	2005-08	6.35	5.88
HUN	Hungary	2005-09	5.65	5.44
HUN	Hungary	2005-10	6.15	6.2
HUN	Hungary	2005-11	6.2	6.81
HUN	Hungary	2005-12	6.21	6.89
HUN	Hungary	2006-01	6.02	6.66
HUN	Hungary	2006-04	6.259231	7
HUN	Hungary	2006-07	6.898207	7.55
HUN	Hungary	2006-08	7.107937	7.49
HUN	Hungary	2006-09	7.877551	7.58
HUN	Hungary	2006-10	8.2	7.47
HUN	Hungary	2006-12	8.2	6.81
HUN	Hungary	2007-01	8.15	6.96
HUN	Hungary	2007-03	8.1	6.79
HUN	Hungary	2007-04	8.2	6.65
HUN	Hungary	2007-06	8.016667	6.71
HUN	Hungary	2007-07	7.868636	6.58
HUN	Hungary	2007-08	7.83	6.8
HUN	Hungary	2007-09	7.71978	6.67
HUN	Hungary	2007-10	7.601034	6.61
HUN	Hungary	2007-11	7.507463	6.74
HUN	Hungary	2007-12	7.633333	6.93
HUN	Hungary	2008-01	7.783333	7.11
HUN	Hungary	2008-03	8.208771	8.41
HUN	Hungary	2008-04	8.537778	8.02
HUN	Hungary	2008-05	8.4	8.08
HUN	Hungary	2008-06	8.87	8.5
HUN	Hungary	2008-07	8.991903	8.11
HUN	Hungary	2008-08	8.326087	7.77
HUN	Hungary	2008-09	8.617857	7.99
HUN	Hungary	2008-10	8.945892	9.57
HUN	Hungary	2008-11	11.34725	9.41
HUN	Hungary	2008-12	11.18261	8.31
HUN	Hungary	2009-01	9.8	8.76
HUN	Hungary	2009-04	9.558407	10.63
HUN	Hungary	2009-05	11.3	10.01
HUN	Hungary	2009-06	10.56961	10.15
HUN	Hungary	2009-07	9.986838	8.81
HUN	Hungary	2009-08	9.020353	8.4
HUN	Hungary	2009-09	8.779513	7.91
